,fraud_precision,fraud_recall,fraud_f1,fraud_capture_rate,false_positives,false_negatives,roc_auc,pr_auc,balanced_accuracy,demographic_parity_diff,equalized_odds_diff,training_time,avg_val_recall
XGBoost_Fraud,0.01013273887931908,0.9950248756218906,0.020061186619188525,0.9950248756218906,19538,1,0.5017580917072297,0.009964645775769202,0.5041036797928635,0.020265159102880848,0.05882352941176472,21.350062370300293,0.9998106060606059
BalancedForest,0.009834368530020704,0.3781094527363184,0.019170134947660487,0.3781094527363184,7652,125,0.49607209168561955,0.010942129974297802,0.4958126434346777,0.3602206760766673,0.3613102547191226,21.43148159980774,0.6557070707070707
